,Source,Date,Text,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
390,@FoxNews,Wed Dec 13 20:03:45 +0000 2017,".@POTUS: ""As a candidate, I promised we would pass a massive tax cut for the everyday working American families who… https://t.co/NlGuwNO1tv",0.1027,0.121,0.777,0.102,91
391,@FoxNews,Wed Dec 13 20:01:35 +0000 2017,"""The bill is going to cut taxes for American businesses, both big ones and small ones.""

EARLIER: @POTUS speaks at… https://t.co/6HzNgMlNnB",-0.2732,0.0,0.905,0.095,92
392,@FoxNews,Wed Dec 13 20:00:46 +0000 2017,SOON: @POTUS to give speech on taxes. https://t.co/GJnrSqyPHU,0.0,0.0,1.0,0.0,93
393,@FoxNews,Wed Dec 13 20:00:06 +0000 2017,TUNE IN: Senator @lutherstrange joins @TeamCavuto on “Your World” at 4p ET on Fox News Channel! https://t.co/c4sagwSdWn,0.0,0.0,1.0,0.0,94
394,@FoxNews,Wed Dec 13 19:58:51 +0000 2017,".@SpeakerRyan: ""Workers in 2018 will see more money in their paychecks because the tax code is going to be taking l… https://t.co/usZqoSkuXs",0.0,0.0,1.0,0.0,95
395,@FoxNews,Wed Dec 13 19:38:59 +0000 2017,".@FLOTUS hugs the child of a military family during a ""Toys for Tots"" event in #WashingtonDC https://t.co/R0HPQFkf5d",0.4939,0.186,0.814,0.0,96
396,@FoxNews,Wed Dec 13 19:37:47 +0000 2017,Heartbreaking video of starving polar bear stirs controversy among conservationists https://t.co/oT35oF4ZoN,-0.7003,0.0,0.608,0.392,97
397,@FoxNews,Wed Dec 13 19:33:17 +0000 2017,.@johnfund: Rule of law under siege: How rampant anti-Trump bias in the Russia probe threatens our democracy https://t.co/BohK5jKZHz,-0.4588,0.0,0.8,0.2,98
398,@FoxNews,Wed Dec 13 19:32:01 +0000 2017,".@Judgenap: Too Early to Say Mueller Probe Is Biased Against Trump
https://t.co/A9IiLid8sX",-0.2732,0.0,0.84,0.16,99
399,@FoxNews,Wed Dec 13 19:22:03 +0000 2017,".@RepSteveChabot: ""Let me just review a few facts about the supposedly 'unbiased' group of people that Mr. Mueller… https://t.co/sMBYfTSMql",0.0,0.0,1.0,0.0,100
400,@nytimes,Thu Dec 14 04:57:04 +0000 2017,"Toni Sallie told The New York Times that Russell Simmons raped her in 1988. To this day, she said, ""I don’t feel co… https://t.co/hXUXMH4eA4",-0.6808,0.0,0.833,0.167,1
401,@nytimes,Thu Dec 14 04:47:30 +0000 2017,A taste of the year in apologies — and non-apologies https://t.co/L7rpen5OnK https://t.co/3Yr85AJscb,0.0,0.0,1.0,0.0,2
402,@nytimes,Thu Dec 14 04:37:02 +0000 2017,"RT @MaggieAstor: Dan Johnson, a first-term Republican in the Kentucky House, was accused of molesting a 17-year-old parishioner at the chur…",-0.7184,0.0,0.739,0.261,3
403,@nytimes,Thu Dec 14 04:27:05 +0000 2017,House vs. Senate: The tax changes up for debate and how different taxpayers would fare https://t.co/ZXrXPJx2bD,0.0,0.0,1.0,0.0,4
404,@nytimes,Thu Dec 14 04:17:04 +0000 2017,"How the Fed rate increase affects your mortgage, car loan and credit card bill https://t.co/JrJZMtvDdt",0.5994,0.274,0.726,0.0,5
405,@nytimes,Thu Dec 14 04:02:04 +0000 2017,"Dying has its own biology and symptoms. It’s a diagnosis in itself. https://t.co/5XnLGw5myl

This was one of our mo… https://t.co/QUL1QqJb52",0.0,0.0,1.0,0.0,6
406,@nytimes,Thu Dec 14 03:47:04 +0000 2017,RT @porterthereport: Dear World: This is the story I've been working on for the past 3 months. It both broke my heart and made me whole. In…,-0.0516,0.088,0.816,0.095,7
407,@nytimes,Thu Dec 14 03:37:04 +0000 2017,"Michael Dourson, who founded a research center with close ties to the chemical industry, withdrew his name from con… https://t.co/Id8VFQTcmy",0.0,0.0,1.0,0.0,8
408,@nytimes,Thu Dec 14 03:27:06 +0000 2017,A video showing a shark being dragged behind a speedboat led to the arrest of 3 men on charges of animal cruelty https://t.co/tIJysWjoD7,-0.8225,0.0,0.61,0.39,9
409,@nytimes,Thu Dec 14 03:17:08 +0000 2017,"The Great Red Spot is 10,000 miles wide and now scientists know that it dives at least 200 miles into Jupiter https://t.co/fRPnDI2ONx",0.6249,0.163,0.837,0.0,10
410,@nytimes,Thu Dec 14 03:07:02 +0000 2017,RT @joecoscarelli: Russell Simmons admitted to sexual harassment at Def Jam but is denying he raped anyone: “I have accepted that I can and…,-0.872,0.115,0.536,0.35,11
411,@nytimes,Thu Dec 14 03:00:30 +0000 2017,"People who found a Tickle Me Elmo doll, or elusive Beanie Babies, or a Furby (even though you had no idea what a Fu… https://t.co/niYS5Cu2jO",-0.296,0.0,0.905,0.095,12
412,@nytimes,Thu Dec 14 02:47:05 +0000 2017,When a hurricane hits home: How 6 photographers in Puerto Rico have covered the storm and its aftermath… https://t.co/nyXfUSCSht,0.0,0.0,1.0,0.0,13
413,@nytimes,Thu Dec 14 02:36:06 +0000 2017,"RT @brooksbarnesNYT: New from me: Inside Ridley Scott's scramble to re-do ""All the Money in the World"" with Christopher Plummer, an effort…",0.0,0.0,1.0,0.0,14
414,@nytimes,Thu Dec 14 02:27:05 +0000 2017,"How the tide turned against Roy Moore in Alabama
https://t.co/EwsVg7LVfz",0.0,0.0,1.0,0.0,15
415,@nytimes,Thu Dec 14 02:17:07 +0000 2017,Evening Briefing: Here's what you need to know at the end of the day https://t.co/8cHQCVxL3a,0.0,0.0,1.0,0.0,16
416,@nytimes,Thu Dec 14 02:02:02 +0000 2017,"Dansko clogs are — for some — a way of life https://t.co/kj44GQvM9C

This was one of our most popular stories on social media this year.",0.4754,0.128,0.872,0.0,17
417,@nytimes,Thu Dec 14 01:47:06 +0000 2017,"The first public details of the 2019 L train shutdown include car pools, a new ferry route and bicycles  https://t.co/3XMYs2UH37",0.0,0.0,1.0,0.0,18
418,@nytimes,Thu Dec 14 01:41:06 +0000 2017,RT @EricLiptonNYT: @BySheilaKaplan Trump’s E.P.A. Chemical Safety Nominee Withdraws https://t.co/unPz3TaRRF,0.4215,0.237,0.763,0.0,19
419,@nytimes,Thu Dec 14 01:32:03 +0000 2017,"“You may remember when you were a little kid, your dad took care of my Beau,” Joe Biden  said to Meghan McCain in a… https://t.co/AhyuSfCWqL",0.4939,0.122,0.878,0.0,20
420,@nytimes,Thu Dec 14 01:17:07 +0000 2017,The Geminids meteor shower peaks tonight. Here's what you need to know. https://t.co/3RhDWVpF2b,0.0,0.0,1.0,0.0,21
421,@nytimes,Thu Dec 14 01:02:05 +0000 2017,The best classical music of 2017 https://t.co/YKMwlepf1S,0.6369,0.412,0.588,0.0,22
422,@nytimes,Thu Dec 14 00:47:07 +0000 2017,"RT @alanblinder: Nick Saban was not available for comment for our report about the 22,819 write-in votes in Alabama's Senate race. (Yes, we…",0.0,0.0,1.0,0.0,23
423,@nytimes,Thu Dec 14 00:32:04 +0000 2017,Congressional Republicans began work on a bill to roll back Obama-era controls on for-profit colleges https://t.co/rrcOXy89S3,0.0,0.0,1.0,0.0,24
424,@nytimes,Thu Dec 14 00:17:03 +0000 2017,Evening Briefing: Here's what you need to know at the end of the day https://t.co/Dqw39j3xSf,0.0,0.0,1.0,0.0,25
425,@nytimes,Wed Dec 13 23:58:15 +0000 2017,"“Everybody needs someone to bury them,” says Raphaël Louigene, the team’s leader. https://t.co/j5pqJY559a https://t.co/ux6JE6ysoA",0.0,0.0,1.0,0.0,26
426,@nytimes,Wed Dec 13 23:55:39 +0000 2017,"30,000: the estimated number of forgotten bodies this team has buried in the past decade. https://t.co/j5pqJY559a https://t.co/Jv1PmxqrEH",-0.1531,0.071,0.824,0.104,27
427,@nytimes,Wed Dec 13 23:53:55 +0000 2017,"Christmas is their busiest time. Then, they can’t stand the idea of leaving rotting bodies behind, so they take as… https://t.co/gEv06oSLCN",0.0,0.0,1.0,0.0,28
428,@nytimes,Wed Dec 13 23:52:08 +0000 2017,All of the members of the burial team grew up poor. Many were orphans. They see themselves in the bodies they pick… https://t.co/j22mRLBCSg,-0.4767,0.0,0.876,0.124,29
429,@nytimes,Wed Dec 13 23:50:41 +0000 2017,"Before the burial team stepped in, forgotten bodies were dumped in the desert. These men offer them some dignity.… https://t.co/jgpro3GqKU",-0.5574,0.0,0.796,0.204,30
430,@nytimes,Wed Dec 13 23:48:08 +0000 2017,"They have come to collect the abandoned dead in Port-au-Prince. Stacked up in cellar-like rooms, these are the bodi… https://t.co/sMgB9bvoVA",-0.8074,0.0,0.711,0.289,31
431,@nytimes,Wed Dec 13 23:45:10 +0000 2017,They pull on their death smocks and pass around rum. The men on the burial team steel themselves for the grisly tas… https://t.co/viRZwYwr2O,-0.5994,0.0,0.849,0.151,32
432,@nytimes,Wed Dec 13 23:37:10 +0000 2017,Read Russell Simmons’s full statement on the rape allegations leveled against him: https://t.co/ryFrB6Lawg,-0.6908,0.0,0.719,0.281,33
433,@nytimes,Wed Dec 13 23:35:34 +0000 2017,"When told in detail about the rape accusations and other misconduct, Russell Simmons said: “I will relentlessly fig… https://t.co/a3hVJUZf1e",-0.7906,0.0,0.708,0.292,34
434,@nytimes,Wed Dec 13 23:34:50 +0000 2017,"“I gave up something that I loved to do. I erased myself,” Drew Dixon said. Now, “I want people to know why.” https://t.co/1cFH1oC8xG",0.6369,0.215,0.785,0.0,35
435,@nytimes,Wed Dec 13 23:34:19 +0000 2017,Drew Dixon cited the lingering criticism of black women like Anita Hill and Desiree Washington as contributing reas… https://t.co/vlXMe5Cadn,-0.1027,0.112,0.759,0.129,36
436,@nytimes,Wed Dec 13 23:33:26 +0000 2017,Drew Dixon left Stanford in 1992 to join the hip-hop revolution. She says Russell Simmons sexually harassed her rep… https://t.co/iqAMAVhULl,-0.3182,0.093,0.759,0.148,37
437,@nytimes,Wed Dec 13 23:31:55 +0000 2017,"“I didn’t sing for almost a year.” —Tina Baker, a performer who said Russell Simmons raped her in his apartment in… https://t.co/6jq1YOHlrn",-0.6808,0.0,0.805,0.195,38
438,@nytimes,Wed Dec 13 23:31:00 +0000 2017,"Toni Sallie said Russell Simmons raped her in 1988. To this day, she said, “I don’t feel comfortable in a room full… https://t.co/uuFQdmw6Yi",-0.3182,0.118,0.717,0.165,39
439,@nytimes,Wed Dec 13 22:58:32 +0000 2017,"In the ’80s, Toni Sallie, a music journalist, was thrilled to be covering Russell Simmons and other visionaries she… https://t.co/DMN4MWXR4l",0.4404,0.139,0.861,0.0,40
440,@nytimes,Wed Dec 13 22:55:15 +0000 2017,Four women spoke on the record with The New York Times about a pattern of violent sexual behavior by Russell Simmon… https://t.co/OepKAibMAK,-0.5994,0.0,0.837,0.163,41
441,@nytimes,Wed Dec 13 22:47:07 +0000 2017,RT @RaR: We've seen the vigils and makeshift memorials that come right after a mass shooting. But what does a community's grief look like f…,-0.1779,0.094,0.787,0.12,42
442,@nytimes,Wed Dec 13 22:32:09 +0000 2017,Secrets of ancient Mars might be found on a new island that popped up in the Pacific Ocean https://t.co/aFcPNbJ1z4,0.0,0.0,1.0,0.0,43
443,@nytimes,Wed Dec 13 22:17:02 +0000 2017,"The Federal Reserve chair (don’t call her “chairwoman”) quietly achieved rock-star status. Now that she’s leaving,… https://t.co/Q4jBpgj49T",0.0,0.0,1.0,0.0,44
444,@nytimes,Wed Dec 13 22:00:17 +0000 2017,"Salma Hayek on Harvey Weinstein, in @nytopinion:
""No to letting a naked friend of his give me a massage.
No to lett… https://t.co/haHSt5GvYd",-0.0516,0.125,0.703,0.172,45
445,@nytimes,Wed Dec 13 21:50:07 +0000 2017,"It's by no means an exhaustive list. So yeah, sorry about that. https://t.co/bc8VFVLQLt",-0.1987,0.149,0.537,0.315,46
446,@nytimes,Wed Dec 13 21:40:03 +0000 2017,"RT @NYTNational: ""We knew the world was looking at us"": On Alabama's Black voters, and their key role in electing Doug Jones to the U.S. Se…",0.0,0.0,1.0,0.0,47
447,@nytimes,Wed Dec 13 21:30:27 +0000 2017,"What’s ""Star Wars"" without its critters, creatures, monsters and menaces? Just a bunch of lightsabers and whining.… https://t.co/XQpt50xBWJ",-0.5574,0.0,0.816,0.184,48
448,@nytimes,Wed Dec 13 21:20:07 +0000 2017,No packet full of mystery ingredients necessary https://t.co/k447EC0Mgt,-0.296,0.0,0.761,0.239,49
449,@nytimes,Wed Dec 13 21:10:11 +0000 2017,"RT @AKannapell: What We’re Reading: the best of the web, via @AnnaDubenko @FrancescaDonner @sarahlyall @ABarnardNYT @ginahoslerlamb @DavidW…",0.6369,0.208,0.792,0.0,50
450,@nytimes,Wed Dec 13 21:04:01 +0000 2017,"@nytopinion Salma Hayek escribe sobre Harvey Weinstein en @nytopinion: 

“No a que un amigo suyo, desnudo, me diera… https://t.co/dvVPux6eqs",0.0,0.0,1.0,0.0,51
451,@nytimes,Wed Dec 13 21:00:05 +0000 2017,"""We lost about 80% of our avocado crop"" https://t.co/WZ1aTq3LdC",-0.3182,0.0,0.777,0.223,52
452,@nytimes,Wed Dec 13 20:50:02 +0000 2017,"Oaths of office can be taken on a Hebrew Bible, a Quran, a comic book, a lesser Shakespeare play or nothing at all https://t.co/GvRwbYdgFB",0.34,0.112,0.888,0.0,53
453,@nytimes,Wed Dec 13 20:40:12 +0000 2017,"Walmart will allow workers to get pay before payday via an app, to help them avoid predatory lenders. 

Critics sug… https://t.co/IyFkCFpSrU",-0.0516,0.174,0.606,0.22,54
454,@nytimes,Wed Dec 13 20:30:11 +0000 2017,RT @nytimesworld: President Jacob Zuma of South Africa suffered a stinging legal defeat in his attempt to block a corruption inquiry agains…,-0.8225,0.056,0.602,0.342,55
455,@nytimes,Wed Dec 13 20:20:18 +0000 2017,"How the Fed rate increase affects your mortgage, car loan and credit card bill https://t.co/62Ie20n5Jq",0.5994,0.274,0.726,0.0,56
456,@nytimes,Wed Dec 13 20:10:05 +0000 2017,A search for “Kill Bill” turns up results for Bob and Harvey Weinstein. A search for “House of Cards” turns up a re… https://t.co/wi7aOkIy4L,0.0,0.0,1.0,0.0,57
457,@nytimes,Wed Dec 13 20:00:20 +0000 2017,"RT @timesinsider: “I want everything we do to be intersectional in its approach — and race, class and gender identity are an important part…",0.2732,0.129,0.871,0.0,58
458,@nytimes,Wed Dec 13 19:50:04 +0000 2017,Here’s a new way to fight back attempts to spread fake news: file a police report https://t.co/WA2YrYk9GH,-0.6908,0.0,0.695,0.305,59
459,@nytimes,Wed Dec 13 19:40:11 +0000 2017,"Republican leaders have reached an agreement on a final tax bill, setting up final votes next week https://t.co/atMzM1g73z",0.5574,0.235,0.765,0.0,60
460,@nytimes,Wed Dec 13 19:36:20 +0000 2017,RT @jasondhorowitz: Naples goes nuts as Unesco honors its pizza makers as an Intangible Heritage of Humanity. https://t.co/hNZkqDWIGt,0.25,0.153,0.741,0.106,61
461,@nytimes,Wed Dec 13 19:30:08 +0000 2017,"RT @nytopinion: Lindy West, just published: ""It is with 100 percent professional certainty that I must inform you our president, Donald Tru…",0.25,0.091,0.909,0.0,62
462,@nytimes,Wed Dec 13 19:20:08 +0000 2017,"Once a long shot, Doug Jones beat Roy Moore to win Alabama's Senate race. One NYT reader's response to the news.… https://t.co/mMvIaZwU9a",0.5859,0.16,0.84,0.0,63
463,@nytimes,Wed Dec 13 19:10:05 +0000 2017,"Facebook says there's little evidence of a Russian effort to influence the ""Brexit"" vote. A British minister is not… https://t.co/dpPOvp59NC",0.0,0.0,1.0,0.0,64
464,@nytimes,Wed Dec 13 19:00:30 +0000 2017,"""Finally, the world recognizes the capability of the pizza maker"" https://t.co/DTAYdEoevL",0.0,0.0,1.0,0.0,65
465,@nytimes,Wed Dec 13 18:58:45 +0000 2017,"@mccanner Who’s the more foolish; the fool, or the fool who follows him?",-0.8281,0.0,0.534,0.466,66
466,@nytimes,Wed Dec 13 18:55:08 +0000 2017,"RT @nytopinion: Salma Hayek: Harvey Weinstein was a passionate cinephile, a risk taker, a patron of talent in film, a loving father and a m…",0.8402,0.358,0.567,0.074,67
467,@nytimes,Wed Dec 13 18:50:09 +0000 2017,RT @coopnytimes: What happens when opera stars unwind at a karaoke bar... https://t.co/DsxRTT0rrO,0.0,0.0,1.0,0.0,68
468,@nytimes,Wed Dec 13 18:40:15 +0000 2017,"President Trump said Janet Yellen had done ""a terrific job"" as Fed chair. So, why, many women wondered, replace her… https://t.co/oL4aQxd0Vo",0.4767,0.134,0.866,0.0,69
469,@nytimes,Wed Dec 13 18:30:12 +0000 2017,Here is the full list of nominees for SAG Awards https://t.co/aKxhIhbVO4,0.4588,0.231,0.769,0.0,70
470,@nytimes,Wed Dec 13 18:20:15 +0000 2017,Chuck Schumer called on Mitch McConnell to “hit the pause button” on the tax vote until Senator-Elect Doug Jones is… https://t.co/moDwl4Bp05,0.0,0.0,1.0,0.0,71
471,@nytimes,Wed Dec 13 18:09:05 +0000 2017,"Regardless of whether you are on #TeamPorg, @rilaws of @VanityFair said Lucasfilm had “admirably followed through o… https://t.co/DmpbeZksqD",0.0,0.0,1.0,0.0,72
472,@nytimes,Wed Dec 13 18:09:05 +0000 2017,But enough about the humans. What about the porgs? @JustinCChang of @latimes was not aboard the Porg train.… https://t.co/Vvw7pgqJb0,-0.0191,0.0,0.944,0.056,73
473,@nytimes,Wed Dec 13 18:09:04 +0000 2017,"Apparently, it's not short. @ChrisNashawaty of @EW said the film ""drags too much in the middle.""… https://t.co/eZQCKkqOhR",-0.1779,0.0,0.904,0.096,74
474,@nytimes,Wed Dec 13 18:09:04 +0000 2017,But the reviews were not uniformly positive. @blowryontv of @CNN said the film “feels like a significant letdown.”… https://t.co/f9dj6vTHNM,0.0966,0.193,0.675,0.132,75
475,@nytimes,Wed Dec 13 18:09:03 +0000 2017,".@TashaRobinson of @Verge said the new movie uses ""familiarity to play against expectations and subvert viewers’ no… https://t.co/DcLMmwQYhs",0.34,0.124,0.876,0.0,76
476,@nytimes,Wed Dec 13 18:09:03 +0000 2017,.@anthonyha of @TechCrunch called it “the most moving Star Wars movie — and the funniest” https://t.co/nbuaBhQIqN https://t.co/hRFchQ7YgB,-0.5945,0.0,0.795,0.205,77
477,@nytimes,Wed Dec 13 18:09:02 +0000 2017,"Most reviews were positive. In @nytimes, @ManohlaDargis said ""it is a satisfying, at times transporting entertainme… https://t.co/qHS9eGnU7O",0.7823,0.329,0.671,0.0,78
478,@nytimes,Wed Dec 13 18:05:28 +0000 2017,"Don't trust just one review? We rounded up what critics are saying about ""Star Wars: The Last Jedi"" (and porgs) https://t.co/Tj7TX4jXGB",-0.8177,0.0,0.679,0.321,79
479,@nytimes,Wed Dec 13 17:55:06 +0000 2017,Porgs are all anyone really cares about. So what do we know about those big-eyed cuties who stole the spotlight?… https://t.co/lqQQu1Mwza,0.7574,0.255,0.745,0.0,80
480,@nytimes,Wed Dec 13 17:45:06 +0000 2017,"Most Haitians live on $2 a day or less. But even modest funerals start at $1,100. So the bodies of sons and mothers… https://t.co/awBpCDDugf",-0.3818,0.0,0.894,0.106,81
481,@nytimes,Wed Dec 13 17:35:08 +0000 2017,"Senator Al Franken’s replacement is Tina Smith, Minnesota’s lieutenant governor and a Democrat. The seat will be up… https://t.co/NYWy7rVdrR",0.0,0.0,1.0,0.0,82
482,@nytimes,Wed Dec 13 17:25:07 +0000 2017,"As the Mueller investigation nears the Trump inner circle, a growing chorus of Republicans are seeking to discredit… https://t.co/HvMU9SypS8",0.1779,0.091,0.909,0.0,83
483,@nytimes,Wed Dec 13 17:14:18 +0000 2017,"Breaking News: House and Senate Republicans have a tax deal, putting a bill on track for final votes next week. It… https://t.co/cAHYbXQyAv",0.0,0.0,1.0,0.0,84
484,@nytimes,Wed Dec 13 17:10:05 +0000 2017,Omarosa Manigault Newman will be leaving her White House post in January https://t.co/9cf9Nwa3p1,0.0,0.0,1.0,0.0,85
485,@nytimes,Wed Dec 13 17:00:05 +0000 2017,"RT @jswatz: As blazes raged nearby, the Getty Center was ready. It was designed for fire. https://t.co/V65VHGDyJO",-0.4404,0.114,0.639,0.247,86
486,@nytimes,Wed Dec 13 16:50:30 +0000 2017,"Salma Hayek on Harvey Weinstein, in @nytopinion:
""No to letting a naked friend of his give me a massage.
No to lett… https://t.co/8nBYYI6Ui0",-0.0516,0.125,0.703,0.172,87
487,@nytimes,Wed Dec 13 16:35:04 +0000 2017,"RT @nytopinion: After Alabama, there will be no course correction — only the Trump who would rather have the G.O.P. fall in ruins than give…",-0.6249,0.0,0.812,0.188,88
488,@nytimes,Wed Dec 13 16:25:05 +0000 2017,"Women announced the nominations, women will present all the awards, and Kristen Bell will host the show https://t.co/uQIBz9DLqt",0.4588,0.15,0.85,0.0,89
489,@nytimes,Wed Dec 13 16:15:10 +0000 2017,"“You have to swear on a Bible to be an elected official in the United States of America,” said a spokesman for Roy… https://t.co/2ti0WcrM6F",0.3818,0.117,0.833,0.05,90
490,@nytimes,Wed Dec 13 16:00:23 +0000 2017,RT @jialynnyang: It wasn't just anti-Trump feeling. Black voters had a positive view of Doug Jones because of his history prosecuting two w…,0.499,0.144,0.801,0.055,91
491,@nytimes,Wed Dec 13 15:50:10 +0000 2017,"Roy Moore: ""It’s not over and it’s going to take some time. Thank you."" https://t.co/Mhz2DeVVny",0.3612,0.152,0.848,0.0,92
492,@nytimes,Wed Dec 13 15:40:06 +0000 2017,"RT @alanblinder: Were you one of the nearly 23,000 Alabamians who decided to write someone in? We'd like to hear from you: alan.blinder@nyt…",0.3612,0.102,0.898,0.0,93
493,@nytimes,Wed Dec 13 15:30:08 +0000 2017,"Join residents of a Japanese village devastated by the 2011 tsunami as they celebrate the rebuilding of a 1,100-yea… https://t.co/o6aWdoidH4",0.2263,0.237,0.602,0.161,94
494,@nytimes,Wed Dec 13 15:15:04 +0000 2017,"""I took action."" Ridley Scott talks about reshooting ""All the Money in the World,"" featuring Christopher Plummer in… https://t.co/ZyUaAlUWQK",0.0,0.0,1.0,0.0,95
495,@nytimes,Wed Dec 13 15:00:39 +0000 2017,Morning Briefing: Here's what you need to know to start your day https://t.co/z1QOXflVfx https://t.co/K74MU4dtTs,0.0,0.0,1.0,0.0,96
496,@nytimes,Wed Dec 13 14:51:06 +0000 2017,"A man convicted of child sex offenses was turned away from Sydney Airport as Australia's ""world first"" sex tourism… https://t.co/gLo8QvcgxI",-0.3612,0.0,0.878,0.122,97
497,@nytimes,Wed Dec 13 14:40:06 +0000 2017,Opinion: A GOP tragedy in four acts https://t.co/qkGEsGPDCh,-0.6597,0.0,0.577,0.423,98
498,@nytimes,Wed Dec 13 14:31:06 +0000 2017,Alabama election results https://t.co/rykGtMMdSd,0.0,0.0,1.0,0.0,99
499,@nytimes,Wed Dec 13 14:20:11 +0000 2017,Stephen Colbert made fun of Roy Moore for riding a horse to the polls. Late-night roundup: https://t.co/tKxPjE28i2,0.5106,0.18,0.82,0.0,100
